"","Year","Region","Region_alt","Region_type","Strata_included","Strata_excluded","Index","Index_q_0.025","Index_q_0.05","Index_q_0.25","Index_q_0.75","Index_q_0.95","Index_q_0.975","obs_mean","nrts","nnzero","nrts_total","backcast_flag","scale","model","species"
"1641",1982,"41_-78","41_-78","stratum","41_-78","",0.02001195,0.00773224925,0.009202164,0.014437925,0.02789365,0.0462633149999999,0.0570737175,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1642",1983,"41_-78","41_-78","stratum","41_-78","",0.0227599,0.00863848575,0.010171845,0.016266675,0.0317584,0.05217986,0.064199765,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1643",1984,"41_-78","41_-78","stratum","41_-78","",0.02578565,0.009776729,0.01127614,0.0186321,0.035848225,0.060005145,0.0719767675,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1644",1985,"41_-78","41_-78","stratum","41_-78","",0.01799505,0.0064705175,0.0077723455,0.012915,0.025199,0.04154513,0.0500632625,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1645",1986,"41_-78","41_-78","stratum","41_-78","",0.01685445,0.00616759225,0.0073484475,0.0119947,0.02356285,0.038746695,0.0462514125,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1646",1987,"41_-78","41_-78","stratum","41_-78","",0.0160727,0.00592505575,0.0069843045,0.011477225,0.022914675,0.03793587,0.04560236,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1647",1988,"41_-78","41_-78","stratum","41_-78","",0.0178842,0.00669257625,0.0079697975,0.0128409,0.0254057,0.04168037,0.05015487,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1648",1989,"41_-78","41_-78","stratum","41_-78","",0.0169611,0.006156694,0.0073679425,0.012130075,0.0237578,0.03886909,0.0459317025,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1649",1990,"41_-78","41_-78","stratum","41_-78","",0.0160387,0.00577546325,0.0067298415,0.01143535,0.0227687,0.036889785,0.0441067225,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1650",1991,"41_-78","41_-78","stratum","41_-78","",0.01589825,0.00563800125,0.006684334,0.0113271,0.022369075,0.036669615,0.04469726,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1651",1992,"41_-78","41_-78","stratum","41_-78","",0.0179339,0.00653737225,0.0077111805,0.01287605,0.02525855,0.04182899,0.0487719,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1652",1993,"41_-78","41_-78","stratum","41_-78","",0.0159589,0.00560735575,0.006784628,0.011187325,0.02253815,0.03693203,0.04398997,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1653",1994,"41_-78","41_-78","stratum","41_-78","",0.0168324,0.0058974165,0.006899351,0.0118702,0.0237483,0.03872258,0.0466627475,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1654",1995,"41_-78","41_-78","stratum","41_-78","",0.0148141,0.0050139215,0.005968738,0.0103534,0.02068575,0.034752155,0.0412626675,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1655",1996,"41_-78","41_-78","stratum","41_-78","",0.01437465,0.00497648775,0.0058319595,0.01007855,0.020451075,0.03443932,0.04144495,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1656",1997,"41_-78","41_-78","stratum","41_-78","",0.012952,0.00424629425,0.0051389345,0.0089339,0.018614825,0.030609055,0.03644464,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1657",1998,"41_-78","41_-78","stratum","41_-78","",0.009598015,0.0031315765,0.0037927505,0.006563845,0.014033375,0.022936935,0.0275486475,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1658",1999,"41_-78","41_-78","stratum","41_-78","",0.00705299,0.00226230625,0.0026996315,0.004812265,0.0102949,0.017295325,0.02043581,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1659",2000,"41_-78","41_-78","stratum","41_-78","",0.006389015,0.00199585725,0.002420977,0.00438439,0.009482145,0.015890735,0.019110445,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1660",2001,"41_-78","41_-78","stratum","41_-78","",0.004884225,0.001476659,0.0018406635,0.003331885,0.00726162,0.01244064,0.0146117125,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1661",2002,"41_-78","41_-78","stratum","41_-78","",0.00409588,0.00126620325,0.001549553,0.00274297,0.006112455,0.01052529,0.01260009,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1662",2003,"41_-78","41_-78","stratum","41_-78","",0.003935,0.00119523225,0.001422709,0.002652355,0.005907635,0.010007975,0.0119425525,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1663",2004,"41_-78","41_-78","stratum","41_-78","",0.00317142,0.000911853275,0.001123527,0.0020726075,0.004782655,0.0080011805,0.00948734175,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1664",2005,"41_-78","41_-78","stratum","41_-78","",0.002759465,0.00080586735,0.00097233915,0.0018059625,0.00409525,0.007222014,0.00853436775,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1665",2006,"41_-78","41_-78","stratum","41_-78","",0.002838495,0.0007855795,0.0009826012,0.0018409325,0.0042032875,0.0073719305,0.0089064625,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1666",2007,"41_-78","41_-78","stratum","41_-78","",0.0025159,0.00070311195,0.00085849765,0.00161287,0.00381864,0.0068815415,0.00810459125,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1667",2008,"41_-78","41_-78","stratum","41_-78","",0.00215046,0.0005808634,0.00073856035,0.0013904575,0.003308715,0.00582209449999999,0.007032874,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1668",2009,"41_-78","41_-78","stratum","41_-78","",0.001876035,0.000519725375,0.00064865645,0.00121923,0.0029252125,0.005119352,0.006132629,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1669",2010,"41_-78","41_-78","stratum","41_-78","",0.001649275,0.000467971425,0.00056101555,0.0010709925,0.0025228075,0.004601659,0.0054506605,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1670",2011,"41_-78","41_-78","stratum","41_-78","",0.00161379,0.00045425765,0.0005487223,0.001050195,0.0024984775,0.00453240249999999,0.005562157,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1671",2012,"41_-78","41_-78","stratum","41_-78","",0.00168691,0.000461587325,0.0005620013,0.0010835075,0.00259811,0.00479886,0.005951192,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1672",2013,"41_-78","41_-78","stratum","41_-78","",0.001675895,0.000441612175,0.0005499637,0.001050215,0.00254465,0.0046784115,0.00578752775,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1673",2014,"41_-78","41_-78","stratum","41_-78","",0.001385,0.000374820025,0.00044406925,0.00087861725,0.00214165,0.003980386,0.004867997,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1674",2015,"41_-78","41_-78","stratum","41_-78","",0.001454645,0.0003851424,0.00047742115,0.00090704225,0.0022394875,0.0042502295,0.005148219,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1675",2016,"41_-78","41_-78","stratum","41_-78","",0.001542905,0.0004016215,0.0004892209,0.00097759425,0.0024248,0.0046903645,0.0055630695,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1676",2017,"41_-78","41_-78","stratum","41_-78","",0.00158882,0.000415592375,0.0005066536,0.0010138425,0.002489585,0.004677165,0.0056583395,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1677",2018,"41_-78","41_-78","stratum","41_-78","",0.001526155,0.000390895925,0.00049075995,0.00097253725,0.0024575,0.00469216349999999,0.00566676725,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1678",2019,"41_-78","41_-78","stratum","41_-78","",0.001711395,0.000431129775,0.0005355282,0.0010563125,0.00271289,0.005284429,0.0065034955,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1679",2020,"41_-78","41_-78","stratum","41_-78","",0.001585245,0.000388845825,0.00048956095,0.00096914525,0.002557855,0.0050280295,0.006159924,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1680",2021,"41_-78","41_-78","stratum","41_-78","",0.00142538,0.000343177575,0.0004233187,0.000877457,0.002327275,0.004545139,0.00554567475,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1681",1966,"41_-79","41_-79","stratum","41_-79","",0.261539,0.0907192275,0.10461145,0.17853225,0.38621325,0.68633625,0.800975575000001,0,0,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1682",1967,"41_-79","41_-79","stratum","41_-79","",0.3001395,0.1075083,0.12735625,0.2083705,0.42883425,0.72359385,0.862761025000001,0.166666666666667,3,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1683",1968,"41_-79","41_-79","stratum","41_-79","",0.2728425,0.1048779,0.1196204,0.19238725,0.385283,0.64185765,0.74688675,0.25,4,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1684",1969,"41_-79","41_-79","stratum","41_-79","",0.2607465,0.1071075,0.12076295,0.1853725,0.368476,0.5982092,0.696855875,0.125,4,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1685",1970,"41_-79","41_-79","stratum","41_-79","",0.2137385,0.0864254025,0.1001166,0.154695,0.2969275,0.4834524,0.56786875,0.1,5,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1686",1971,"41_-79","41_-79","stratum","41_-79","",0.2986235,0.1240963,0.1393875,0.2171745,0.41059,0.653029,0.76676645,0.375,4,2,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1687",1972,"41_-79","41_-79","stratum","41_-79","",0.275762,0.113140725,0.1282808,0.2004375,0.376586,0.591420599999999,0.681969525,0.375,4,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1688",1973,"41_-79","41_-79","stratum","41_-79","",0.3032725,0.1297926,0.14505015,0.2177945,0.41774525,0.6476629,0.7460517,0.1,5,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1689",1974,"41_-79","41_-79","stratum","41_-79","",0.213399,0.08981377,0.1003846,0.15404525,0.288604,0.4584203,0.54232985,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1690",1975,"41_-79","41_-79","stratum","41_-79","",0.1954125,0.0836000575,0.094109255,0.1433025,0.26745425,0.41829955,0.4793224,0.2,5,2,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1691",1976,"41_-79","41_-79","stratum","41_-79","",0.204898,0.08947284,0.10069205,0.15097325,0.28233825,0.4392764,0.50778795,0.1,5,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1692",1977,"41_-79","41_-79","stratum","41_-79","",0.1700725,0.0736137725,0.08294949,0.12613,0.23092675,0.35528575,0.413770625,0.125,4,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1693",1978,"41_-79","41_-79","stratum","41_-79","",0.1669465,0.07196526,0.080978535,0.123378,0.225273,0.35149065,0.402838975,0.1,5,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1694",1979,"41_-79","41_-79","stratum","41_-79","",0.1745055,0.0748861375,0.086919285,0.13062725,0.2366575,0.3662675,0.419821025,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1695",1980,"41_-79","41_-79","stratum","41_-79","",0.1563715,0.0677431775,0.07651389,0.1151395,0.2078775,0.31851415,0.3698927,0,3,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1696",1981,"41_-79","41_-79","stratum","41_-79","",0.121571,0.051788305,0.05957779,0.0913108,0.16206775,0.25465145,0.29015825,0.1,5,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1697",1982,"41_-79","41_-79","stratum","41_-79","",0.121784,0.051957775,0.059978605,0.0908887,0.162694,0.2526206,0.29231115,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1698",1983,"41_-79","41_-79","stratum","41_-79","",0.131703,0.0592277475,0.06621596,0.100259,0.179015,0.27189445,0.316409,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1699",1984,"41_-79","41_-79","stratum","41_-79","",0.151703,0.0678387825,0.076521255,0.11271225,0.203013,0.31329525,0.363469725,0,5,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1700",1985,"41_-79","41_-79","stratum","41_-79","",0.1012805,0.043860755,0.050438585,0.076718375,0.13798575,0.2063207,0.24350215,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1701",1986,"41_-79","41_-79","stratum","41_-79","",0.09645585,0.04029112,0.047483185,0.072190125,0.128711,0.19266495,0.223027675,0,5,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1702",1987,"41_-79","41_-79","stratum","41_-79","",0.09334045,0.04057773,0.046441625,0.07065985,0.123153,0.18617735,0.2099892,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1703",1988,"41_-79","41_-79","stratum","41_-79","",0.1059495,0.04782619,0.053368725,0.0805921,0.1403265,0.2069732,0.23984915,0.25,2,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1704",1989,"41_-79","41_-79","stratum","41_-79","",0.0993063,0.0434322,0.04979758,0.075519825,0.12953675,0.192202,0.21731585,0.166666666666667,3,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1705",1990,"41_-79","41_-79","stratum","41_-79","",0.0930901,0.040632635,0.046128225,0.069130825,0.1207415,0.18058515,0.202422225,0,3,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1706",1991,"41_-79","41_-79","stratum","41_-79","",0.08908295,0.03884659,0.04407267,0.066866625,0.11755325,0.17326085,0.197260375,0,3,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1707",1992,"41_-79","41_-79","stratum","41_-79","",0.09970945,0.044883075,0.05087797,0.0764589,0.13156775,0.1967552,0.221419325,0,3,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1708",1993,"41_-79","41_-79","stratum","41_-79","",0.08635455,0.03905769,0.044683515,0.066614875,0.11340475,0.16836715,0.193027225,0,3,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1709",1994,"41_-79","41_-79","stratum","41_-79","",0.08937275,0.0408330575,0.04576484,0.06804435,0.118331,0.1723356,0.198267475,0,3,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1710",1995,"41_-79","41_-79","stratum","41_-79","",0.0759654,0.034066065,0.03843548,0.058414325,0.10085725,0.1496104,0.1710582,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1711",1996,"41_-79","41_-79","stratum","41_-79","",0.07425105,0.03288202,0.037169455,0.055593125,0.09688285,0.1442645,0.161519075,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1712",1997,"41_-79","41_-79","stratum","41_-79","",0.06722545,0.0297030675,0.034262685,0.05062245,0.08931855,0.13357745,0.14976005,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1713",1998,"41_-79","41_-79","stratum","41_-79","",0.0505477,0.022671975,0.02552024,0.03846275,0.0663979,0.1015386,0.113495075,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1714",1999,"41_-79","41_-79","stratum","41_-79","",0.03735315,0.0161438525,0.0188742,0.028183025,0.0491707,0.073190835,0.08307603,0.25,4,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1715",2000,"41_-79","41_-79","stratum","41_-79","",0.034177,0.0148820025,0.016691125,0.025411625,0.045215725,0.06936219,0.07847616,0.375,4,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1716",2001,"41_-79","41_-79","stratum","41_-79","",0.02489935,0.010508065,0.012075,0.01848835,0.03332085,0.05116662,0.0592975075,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1717",2002,"41_-79","41_-79","stratum","41_-79","",0.02000795,0.00836764825,0.0095511935,0.01480815,0.026854175,0.04266601,0.0500567075,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1718",2003,"41_-79","41_-79","stratum","41_-79","",0.01875745,0.00766382575,0.0087758165,0.013765,0.02489305,0.039762585,0.045168375,0.125,4,1,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1719",2004,"41_-79","41_-79","stratum","41_-79","",0.01430605,0.00570605875,0.006595368,0.010401275,0.0195345,0.02992414,0.0347562125,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1720",2005,"41_-79","41_-79","stratum","41_-79","",0.0121948,0.00466036975,0.0054457215,0.008709985,0.016622375,0.02600361,0.02974044,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1721",2006,"41_-79","41_-79","stratum","41_-79","",0.01221965,0.0046146525,0.005344545,0.0086677925,0.016598175,0.02629641,0.0299650425,0,3,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1722",2007,"41_-79","41_-79","stratum","41_-79","",0.0105727,0.0038934745,0.004583849,0.0075015725,0.014782175,0.02402122,0.0272320125,0,5,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1723",2008,"41_-79","41_-79","stratum","41_-79","",0.00889492,0.00319412425,0.0037663195,0.006240835,0.0125445,0.02008946,0.0235070725,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1724",2009,"41_-79","41_-79","stratum","41_-79","",0.00769613,0.0027652035,0.0032262035,0.005428635,0.010814325,0.017462975,0.01988169,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1725",2010,"41_-79","41_-79","stratum","41_-79","",0.00676413,0.0023752485,0.002780465,0.0047358725,0.0095842375,0.01576369,0.01813848,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1726",2011,"41_-79","41_-79","stratum","41_-79","",0.00670376,0.002245719,0.0026707105,0.004610025,0.0094494525,0.01580864,0.01816106,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1727",2012,"41_-79","41_-79","stratum","41_-79","",0.00683935,0.00227159575,0.0027575015,0.0047495325,0.00985463,0.01652098,0.01935748,0,3,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1728",2013,"41_-79","41_-79","stratum","41_-79","",0.00658681,0.002202055,0.0026202895,0.0045150975,0.00958326,0.016315675,0.0190109975,0,5,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1729",2014,"41_-79","41_-79","stratum","41_-79","",0.005306525,0.001708991,0.0020450715,0.0036212725,0.00770442,0.013167185,0.0156294,0,5,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1730",2015,"41_-79","41_-79","stratum","41_-79","",0.00546701,0.0016979335,0.0020311955,0.00372946,0.0080257125,0.013559955,0.0161643625,0,5,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1731",2016,"41_-79","41_-79","stratum","41_-79","",0.005597055,0.00171487425,0.002095358,0.0037968525,0.008337515,0.01440373,0.016899125,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1732",2017,"41_-79","41_-79","stratum","41_-79","",0.005763105,0.00165927075,0.002054882,0.00373055,0.00845081,0.01461399,0.017222125,0,5,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1733",2018,"41_-79","41_-79","stratum","41_-79","",0.00525227,0.00150825125,0.0018211125,0.0034401425,0.0079236,0.013971115,0.0162262225,0,5,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1734",2019,"41_-79","41_-79","stratum","41_-79","",0.005582825,0.0015630655,0.0019462795,0.0036772525,0.0085706525,0.014900645,0.0179076875,0,5,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1735",2020,"41_-79","41_-79","stratum","41_-79","",0.005187195,0.0013627835,0.001730501,0.003327265,0.0082069625,0.01443942,0.0177166875,0,0,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1736",2021,"41_-79","41_-79","stratum","41_-79","",0.004689325,0.00116874075,0.001476853,0.0029131125,0.0073075075,0.01296065,0.0160188175,0,4,0,5,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1737",1966,"42_-70","42_-70","stratum","42_-70","",0.1907875,0.037500645,0.048900575,0.10840375,0.33000775,0.7310768,0.995530075,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1738",1967,"42_-70","42_-70","stratum","42_-70","",0.226062,0.0501492175,0.06299953,0.13655875,0.3792525,0.80727225,1.05109325,0.5,1,1,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1739",1968,"42_-70","42_-70","stratum","42_-70","",0.197908,0.045119,0.058366255,0.12170225,0.31870225,0.67893755,0.827477425,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1740",1969,"42_-70","42_-70","stratum","42_-70","",0.1992155,0.048447,0.06166752,0.12482025,0.31587825,0.6676946,0.8636962,0,0,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1741",1970,"42_-70","42_-70","stratum","42_-70","",0.1340125,0.03361555,0.04198434,0.08362885,0.21112575,0.419723399999999,0.547262650000001,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1742",1971,"42_-70","42_-70","stratum","42_-70","",0.1554445,0.0416946975,0.051012885,0.09893675,0.2445225,0.47290885,0.58292815,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1743",1972,"42_-70","42_-70","stratum","42_-70","",0.1606735,0.0454577475,0.054397535,0.10453875,0.24972475,0.47740085,0.58316845,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1744",1973,"42_-70","42_-70","stratum","42_-70","",0.173399,0.0522809575,0.062488455,0.11414075,0.2606625,0.49193265,0.60467625,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1745",1974,"42_-70","42_-70","stratum","42_-70","",0.1326565,0.03915785,0.04697702,0.087306,0.20095475,0.3773909,0.467194475,0.5,1,1,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1746",1975,"42_-70","42_-70","stratum","42_-70","",0.104843,0.0310753675,0.038635545,0.070203825,0.16237775,0.30254245,0.381072125,1,1,1,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1747",1976,"42_-70","42_-70","stratum","42_-70","",0.109292,0.030920535,0.038420545,0.0731572,0.1679945,0.32500645,0.4052387,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1748",1977,"42_-70","42_-70","stratum","42_-70","",0.09248225,0.0256675475,0.031986425,0.0616771,0.14119,0.273101,0.34423025,0.5,1,1,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1749",1978,"42_-70","42_-70","stratum","42_-70","",0.08363655,0.02386837,0.029948345,0.05586755,0.13061175,0.2507797,0.320265225,1,1,1,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1750",1979,"42_-70","42_-70","stratum","42_-70","",0.075071,0.020570785,0.025639255,0.0490253,0.1164885,0.2230243,0.276804525,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1751",1980,"42_-70","42_-70","stratum","42_-70","",0.05766925,0.0149505,0.01882556,0.0361779,0.09022395,0.16946805,0.212299525,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1752",1981,"42_-70","42_-70","stratum","42_-70","",0.0452152,0.01149259,0.01466186,0.0281673,0.071925125,0.13198005,0.160246,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1753",1982,"42_-70","42_-70","stratum","42_-70","",0.04737665,0.0120041625,0.015081525,0.029437025,0.076182925,0.14979375,0.179440225,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1754",1983,"42_-70","42_-70","stratum","42_-70","",0.0559436,0.0137027525,0.017235315,0.03392105,0.0905809,0.1738936,0.212853175,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1755",1984,"42_-70","42_-70","stratum","42_-70","",0.0545932,0.0125961675,0.01643141,0.0334616,0.0881343,0.17400435,0.207430975,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1756",1985,"42_-70","42_-70","stratum","42_-70","",0.03954385,0.009219768,0.01152276,0.024045475,0.0650203,0.12466175,0.164237675,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1757",1986,"42_-70","42_-70","stratum","42_-70","",0.03579855,0.0081284145,0.010311175,0.02125195,0.0597099,0.1173348,0.148310375,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1758",1987,"42_-70","42_-70","stratum","42_-70","",0.0332485,0.007451318,0.0094500565,0.0197768,0.0555894,0.11818425,0.14870045,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1759",1988,"42_-70","42_-70","stratum","42_-70","",0.0336016,0.0077786335,0.0095284985,0.020109875,0.05672985,0.12110735,0.150151075,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1760",1989,"42_-70","42_-70","stratum","42_-70","",0.02843045,0.00611404625,0.0080179585,0.016304825,0.04703485,0.10130245,0.12720065,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1761",1990,"42_-70","42_-70","stratum","42_-70","",0.02747895,0.00562460675,0.007306623,0.01611085,0.0465688,0.10083185,0.120502475,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1762",1991,"42_-70","42_-70","stratum","42_-70","",0.0276749,0.005472875,0.007031823,0.0162649,0.045791725,0.09628402,0.120133675,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1763",1992,"42_-70","42_-70","stratum","42_-70","",0.0283937,0.00560551175,0.0073628365,0.01666995,0.048567,0.09808901,0.120254975,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1764",1993,"42_-70","42_-70","stratum","42_-70","",0.02357265,0.0046498745,0.0059463035,0.013699775,0.0392516,0.0838238749999999,0.1047546,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1765",1994,"42_-70","42_-70","stratum","42_-70","",0.0248251,0.00453037675,0.0061908835,0.0140107,0.043141525,0.09057338,0.1143251,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1766",1995,"42_-70","42_-70","stratum","42_-70","",0.0203145,0.0034678735,0.004885722,0.01151925,0.0351536,0.0759783949999999,0.0931730525,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
"1767",1996,"42_-70","42_-70","stratum","42_-70","",0.0198391,0.0033001165,0.004400706,0.011144625,0.035028,0.075859205,0.0945023125,0,1,0,1,1,"stratum","first_difference_Spatial","Golden-winged Warbler"
